order_id,account_age_days,past_orders,return_rate_hist,refund_to_keep_count,bracketing_score,claim_text_susp,image_ai_artifact_score,weight_mismatch_kg,shared_identifier_flag,carrier_scan_gap,days_to_claim,order_value,category,is_abuse
ORD100126,214,10,0.284,0,0.083,0.196,0.192,0.006,0,0,2.82,4291.81,apparel,0
ORD100127,2069,3,0.866,4,0.751,0.815,0.887,0.181,1,0,0.82,3800.19,home,1
ORD100128,147,5,0.765,1,0.726,0.815,0.503,0.099,0,1,3.85,1347.9,home,1
ORD100129,959,8,0.168,0,0.173,0.327,0.033,0.025,0,0,8.65,1213.2,apparel,0
ORD100130,192,10,0.094,0,0.366,0.145,0.294,0.011,0,0,1.19,3777.62,apparel,0
ORD100131,151,4,0.088,0,0.218,0.094,0.483,0.124,0,0,8.56,1519.61,apparel,0
ORD100132,535,8,0.22,0,0.19,0.192,0.277,0.025,0,0,6.72,4874.74,electronics,0
ORD100133,82,11,0.084,0,0.205,0.058,0.174,0.004,0,0,2.38,2674.17,home,0
ORD100134,200,9,0.131,0,0.232,0.059,0.135,0.065,0,0,4.56,6715.81,apparel,0
ORD100135,384,13,0.216,0,0.108,0.111,0.069,0.04,0,0,0.54,1112.27,beauty,0
ORD100136,380,5,0.129,0,0.101,0.202,0.114,0.042,0,0,0.68,717.0,home,0
ORD100137,1403,11,0.141,0,0.318,0.23,0.034,0.044,0,0,12.71,2363.33,footwear,0
ORD100138,390,7,0.101,0,0.206,0.089,0.016,0.005,0,0,2.95,1119.4,home,0
ORD100139,1095,13,0.063,0,0.452,0.157,0.036,0.003,0,0,1.1,530.26,apparel,0
ORD100140,862,7,0.042,1,0.222,0.245,0.349,0.027,0,0,10.51,1302.95,footwear,0
ORD100141,1428,7,0.493,2,0.635,0.598,0.712,0.326,0,1,3.06,1785.73,apparel,1
ORD100142,895,14,0.032,1,0.122,0.036,0.128,0.0,0,0,0.57,1036.53,apparel,0
ORD100143,472,11,0.174,0,0.564,0.163,0.226,0.014,0,0,1.81,2734.36,apparel,0
ORD100144,286,10,0.115,1,0.043,0.333,0.082,0.184,0,0,5.16,837.91,beauty,0
ORD100145,457,7,0.115,1,0.234,0.171,0.418,0.025,0,0,9.66,539.29,electronics,0
ORD100146,781,6,0.062,0,0.119,0.023,0.321,0.032,0,0,13.19,4654.11,footwear,0
ORD100147,292,4,0.022,0,0.134,0.123,0.312,0.002,0,0,3.43,1838.97,apparel,0
ORD100148,633,6,0.03,0,0.286,0.081,0.259,0.021,0,0,1.96,2857.04,beauty,0
ORD100149,477,13,0.866,0,0.495,0.959,0.674,0.047,0,1,1.82,322.17,apparel,1
ORD100150,688,7,0.204,0,0.551,0.055,0.209,0.003,0,0,2.37,3215.5,apparel,0
ORD100151,531,7,0.762,4,0.803,0.906,0.723,0.083,1,0,1.39,373.98,beauty,1
ORD100152,415,9,0.136,1,0.301,0.263,0.141,0.006,0,0,0.91,1769.89,apparel,0
ORD100153,73,9,0.612,1,0.672,0.648,0.956,0.963,0,1,4.15,830.37,home,1
ORD100154,27,7,0.072,0,0.644,0.133,0.126,0.124,0,0,0.88,893.12,apparel,0
ORD100155,677,9,0.074,0,0.179,0.341,0.183,0.028,0,0,13.06,1520.01,electronics,0
ORD100156,397,3,0.122,0,0.083,0.11,0.032,0.027,0,0,7.91,2292.41,footwear,0
ORD100157,108,10,0.237,1,0.201,0.045,0.14,0.007,0,0,5.85,4383.35,apparel,0
ORD100158,208,9,0.128,0,0.07,0.487,0.068,0.014,0,0,1.6,3308.25,apparel,0
ORD100159,1347,5,0.265,0,0.192,0.257,0.274,0.138,0,0,1.35,1858.84,apparel,0
ORD100160,20,6,0.218,0,0.189,0.136,0.165,0.009,0,0,1.03,1287.03,beauty,0
ORD100161,30,11,0.336,0,0.345,0.263,0.329,0.103,0,0,5.4,1141.4,apparel,0
ORD100162,568,13,0.082,0,0.075,0.165,0.166,0.022,0,0,2.84,281.6,apparel,0
ORD100163,244,6,0.049,0,0.291,0.274,0.084,0.188,0,0,4.72,2804.01,footwear,0
ORD100164,123,3,0.211,0,0.219,0.206,0.098,0.104,0,0,4.31,8694.18,beauty,0
ORD100165,310,3,0.189,0,0.351,0.053,0.151,0.091,0,0,4.95,882.09,apparel,0
ORD100166,153,4,0.211,0,0.256,0.08,0.056,0.005,0,0,2.47,849.32,electronics,0
ORD100167,204,9,0.152,1,0.094,0.146,0.078,0.047,0,0,7.64,1709.91,apparel,0
ORD100168,76,7,0.126,0,0.045,0.359,0.309,0.041,0,0,1.4,3124.48,electronics,0
ORD100169,240,8,0.22,0,0.681,0.101,0.368,0.064,0,0,0.18,621.35,footwear,0
ORD100170,315,6,0.122,0,0.326,0.256,0.158,0.062,1,0,0.23,2514.57,beauty,0
ORD100171,245,8,0.135,0,0.213,0.309,0.05,0.005,0,0,7.09,2893.27,beauty,0
ORD100172,275,9,0.353,0,0.132,0.284,0.147,0.029,0,0,8.74,2181.18,home,0
ORD100173,853,7,0.033,0,0.43,0.167,0.155,0.015,0,0,1.87,1233.81,home,0
ORD100174,308,12,0.329,1,0.584,0.32,0.669,0.079,1,0,0.02,1509.72,home,1
ORD100175,21,10,0.215,0,0.39,0.082,0.111,0.035,0,0,2.44,1327.84,electronics,0
ORD100176,3,8,0.065,0,0.175,0.232,0.454,0.067,0,0,3.17,805.67,apparel,0
ORD100177,242,8,0.296,0,0.391,0.067,0.201,0.023,0,0,0.72,892.83,electronics,0
ORD100178,311,11,0.157,0,0.142,0.301,0.096,0.027,0,0,0.87,2185.49,electronics,0
ORD100179,548,8,0.059,0,0.285,0.114,0.015,0.041,0,0,2.64,564.74,home,0
ORD100180,338,10,0.246,0,0.073,0.561,0.098,0.021,0,0,17.27,1540.93,home,0
ORD100181,2085,7,0.057,1,0.224,0.128,0.118,0.028,0,0,3.62,2784.84,beauty,0
ORD100182,175,13,0.723,0,0.896,0.375,0.551,0.687,0,0,1.47,2179.8,apparel,1
ORD100183,450,9,0.187,0,0.016,0.061,0.179,0.025,0,0,19.02,699.26,electronics,0
ORD100184,387,8,0.79,4,0.82,0.859,0.704,0.188,0,1,0.49,1785.81,apparel,1
ORD100185,190,8,0.499,0,0.277,0.027,0.314,0.002,0,0,0.88,1863.82,apparel,0
ORD100186,256,6,0.117,0,0.565,0.108,0.382,0.002,0,0,16.38,1696.71,apparel,0
ORD100187,254,4,0.204,1,0.287,0.311,0.13,0.1,0,0,2.64,821.14,home,0
ORD100188,678,9,0.271,0,0.739,0.498,0.394,0.033,0,0,15.94,307.5,apparel,0
ORD100189,113,9,0.002,0,0.165,0.113,0.244,0.001,0,0,2.23,149.71,apparel,0
ORD100190,1026,6,0.446,2,0.697,0.768,0.497,0.267,0,0,1.32,1170.62,apparel,1
ORD100191,132,10,0.134,0,0.111,0.063,0.086,0.026,0,0,7.45,332.17,apparel,0
ORD100192,245,9,0.282,0,0.105,0.382,0.402,0.135,0,0,0.87,1477.62,electronics,0
ORD100193,1087,7,0.599,4,0.771,0.573,0.79,0.332,0,0,1.14,1435.99,apparel,1
ORD100194,441,9,0.703,1,0.875,0.493,0.514,0.035,0,0,1.69,1150.14,apparel,1
ORD100195,389,8,0.064,0,0.581,0.271,0.087,0.17,0,0,2.7,1459.38,electronics,0
ORD100196,112,7,0.125,0,0.136,0.037,0.093,0.061,0,0,0.26,344.17,electronics,0
ORD100197,73,13,0.176,0,0.011,0.213,0.347,0.001,0,0,1.96,350.87,apparel,0
ORD100198,901,7,0.311,0,0.145,0.074,0.188,0.019,0,0,2.02,445.78,apparel,0
ORD100199,908,5,0.904,1,0.785,0.5,0.588,0.16,0,0,0.94,3230.95,footwear,1
ORD100200,162,7,0.266,0,0.081,0.06,0.167,0.004,0,0,1.44,299.24,footwear,0
ORD100201,715,10,0.27,0,0.507,0.483,0.041,0.013,0,0,7.25,828.07,electronics,0
ORD100202,85,4,0.273,1,0.078,0.047,0.321,0.035,0,0,0.34,1738.6,home,0
ORD100203,183,4,0.78,2,0.855,0.44,0.624,1.62,1,1,11.92,2838.35,apparel,1
ORD100204,937,7,0.11,0,0.156,0.203,0.087,0.069,0,0,2.36,2896.16,beauty,0
ORD100205,17,3,0.031,0,0.137,0.1,0.188,0.055,0,0,0.23,3776.91,electronics,0
ORD100206,129,13,0.135,0,0.397,0.273,0.025,0.016,0,0,6.21,722.95,electronics,0
ORD100207,12,7,0.765,0,0.691,0.774,0.724,0.029,0,1,2.66,1016.56,footwear,1
ORD100208,541,6,0.024,0,0.195,0.165,0.254,0.014,0,0,0.16,5728.94,apparel,0
ORD100209,910,4,0.145,0,0.241,0.277,0.137,0.007,0,0,0.74,1724.78,home,0
ORD100210,8,4,0.114,0,0.387,0.337,0.039,0.009,0,0,7.06,976.06,electronics,0
ORD100211,336,8,0.409,0,0.088,0.419,0.048,0.053,0,0,0.27,2919.37,apparel,0
ORD100212,319,7,0.356,0,0.12,0.046,0.213,0.106,0,0,0.3,731.6,apparel,0
ORD100213,417,8,0.192,0,0.225,0.146,0.071,0.065,0,0,18.0,1027.54,apparel,0
ORD100214,23,8,0.552,0,0.375,0.065,0.208,0.058,0,0,9.14,1104.18,home,0
ORD100215,425,5,0.291,1,0.476,0.298,0.234,0.048,0,0,4.13,2375.76,home,0
ORD100216,211,9,0.162,0,0.095,0.255,0.241,0.015,0,0,20.23,1325.22,apparel,0
ORD100217,338,11,0.128,1,0.24,0.231,0.048,0.074,0,0,21.84,616.27,apparel,0
ORD100218,110,7,0.337,1,0.146,0.139,0.108,0.018,0,0,1.74,1199.46,electronics,0
ORD100219,43,10,0.08,0,0.347,0.423,0.142,0.023,0,0,2.45,883.76,apparel,0
ORD100220,136,7,0.067,0,0.179,0.262,0.246,0.114,0,0,2.67,1695.57,apparel,0
ORD100221,297,9,0.225,0,0.076,0.036,0.157,0.01,0,1,10.19,3805.95,footwear,0
ORD100222,45,7,0.032,0,0.046,0.081,0.256,0.012,0,0,1.18,2581.79,apparel,0
ORD100223,284,5,0.191,0,0.086,0.157,0.379,0.028,0,0,16.98,122.55,home,0
ORD100224,323,9,0.122,0,0.282,0.134,0.222,0.029,0,0,5.22,1661.28,electronics,0
ORD100225,102,10,0.255,0,0.247,0.272,0.049,0.036,0,0,23.67,793.44,apparel,0
ORD100226,597,6,0.621,1,0.763,0.753,0.8,0.371,0,1,2.34,834.61,footwear,1
ORD100227,49,10,0.331,0,0.036,0.233,0.105,0.156,1,0,15.77,1519.58,home,0
ORD100228,288,9,0.858,2,0.467,0.583,0.628,0.193,1,0,1.54,1190.96,apparel,1
ORD100229,608,8,0.127,0,0.225,0.088,0.041,0.003,0,0,10.57,2564.1,electronics,0
ORD100230,1005,8,0.25,0,0.116,0.201,0.174,0.039,0,0,4.41,1145.53,footwear,0
ORD100231,500,11,0.328,0,0.136,0.053,0.513,0.028,0,0,4.61,254.9,apparel,0
ORD100232,96,7,0.036,0,0.219,0.349,0.169,0.02,0,0,4.58,1326.32,apparel,0
ORD100233,660,6,0.892,0,0.87,0.687,0.428,0.574,1,0,1.11,6289.82,home,1
ORD100234,150,9,0.227,1,0.051,0.12,0.219,0.01,0,0,1.57,1919.58,apparel,0
ORD100235,270,7,0.078,0,0.321,0.325,0.094,0.032,0,0,0.55,2372.32,apparel,0
ORD100236,504,7,0.233,0,0.436,0.04,0.429,0.247,0,0,12.65,2747.63,apparel,0
ORD100237,159,7,0.138,1,0.244,0.247,0.336,0.003,0,0,4.23,1285.32,home,0
ORD100238,382,7,0.183,0,0.166,0.252,0.154,0.034,1,0,2.33,734.36,beauty,0
ORD100239,974,13,0.207,0,0.304,0.314,0.288,0.055,0,0,0.55,875.24,home,0
ORD100240,150,12,0.021,0,0.346,0.15,0.301,0.006,0,0,0.5,4839.16,apparel,0
ORD100241,412,7,0.156,0,0.042,0.385,0.077,0.043,0,0,0.53,489.6,home,0
ORD100242,145,10,0.356,0,0.353,0.032,0.201,0.043,0,0,1.56,1402.7,apparel,0
ORD100243,1022,7,0.082,0,0.263,0.273,0.095,0.013,0,0,0.44,6113.84,electronics,0
ORD100244,136,8,0.197,1,0.552,0.072,0.123,0.062,0,0,8.23,1989.62,electronics,0
ORD100245,599,11,0.077,0,0.327,0.163,0.154,0.161,0,0,1.13,634.93,apparel,0
ORD100246,12,6,0.113,0,0.156,0.462,0.313,0.044,0,0,0.4,1352.22,electronics,0
ORD100247,159,10,0.575,0,0.55,0.846,0.642,0.235,0,1,0.74,1477.04,apparel,1
ORD100248,589,6,0.095,0,0.339,0.149,0.318,0.004,0,0,7.67,315.0,apparel,0
ORD100249,527,13,0.299,0,0.215,0.081,0.439,0.023,0,0,1.41,1662.91,electronics,0
ORD100250,1141,12,0.256,0,0.465,0.233,0.109,0.096,0,0,10.64,1930.01,electronics,0
ORD100251,134,9,0.367,0,0.025,0.136,0.316,0.0,0,0,0.14,540.59,footwear,0
ORD100252,73,8,0.294,0,0.135,0.225,0.131,0.017,0,0,7.76,1959.15,apparel,0
ORD100253,502,5,0.815,0,0.768,0.596,0.813,0.84,0,0,1.25,2354.04,apparel,1
ORD100254,675,9,0.218,0,0.025,0.314,0.211,0.047,0,0,4.72,222.84,electronics,0
ORD100255,479,10,0.822,1,0.566,0.923,0.445,0.222,1,1,0.31,1304.54,beauty,1
ORD100256,1169,9,0.968,4,0.932,0.466,0.503,0.548,0,1,2.69,502.7,electronics,1
ORD100257,188,4,0.098,0,0.146,0.06,0.196,0.029,0,0,8.12,380.55,footwear,0
ORD100258,19,6,0.079,0,0.242,0.13,0.405,0.013,0,0,17.4,894.53,apparel,0
ORD100259,679,5,0.249,0,0.272,0.227,0.131,0.018,0,0,20.51,259.23,home,0
ORD100260,321,10,0.053,0,0.033,0.059,0.066,0.007,0,0,1.37,1039.95,apparel,0
ORD100261,59,8,0.184,0,0.168,0.083,0.239,0.147,0,0,6.03,2078.79,apparel,0
ORD100262,218,12,0.126,0,0.22,0.044,0.138,0.078,0,0,25.78,601.06,home,0
ORD100263,600,12,0.154,1,0.163,0.397,0.092,0.052,0,0,5.12,1278.87,apparel,0
ORD100264,161,6,0.365,0,0.168,0.178,0.324,0.056,0,0,1.22,1161.63,apparel,0
ORD100265,35,8,0.091,0,0.343,0.27,0.176,0.046,0,0,0.58,795.9,electronics,0
ORD100266,830,4,0.185,0,0.044,0.224,0.105,0.042,0,0,4.06,2392.43,footwear,0
ORD100267,46,6,0.261,0,0.589,0.147,0.028,0.007,0,0,17.59,458.47,electronics,0
ORD100268,77,11,0.139,0,0.151,0.252,0.215,0.128,0,0,4.9,331.26,home,0
ORD100269,105,4,0.123,0,0.155,0.218,0.244,0.112,0,0,6.06,672.88,electronics,0
ORD100270,1535,9,0.739,3,0.509,0.808,0.678,0.427,0,1,0.38,745.22,apparel,1
ORD100271,39,5,0.12,0,0.067,0.276,0.183,0.049,0,0,4.39,1042.87,home,0
ORD100272,131,8,0.254,0,0.588,0.273,0.191,0.065,0,0,2.95,4454.02,electronics,0
