order_id,account_age_days,past_orders,return_rate_hist,refund_to_keep_count,bracketing_score,claim_text_susp,image_ai_artifact_score,weight_mismatch_kg,shared_identifier_flag,carrier_scan_gap,days_to_claim,order_value,category,is_abuse
ORD100032,91,12,0.61,0,0.394,0.723,0.393,0.232,0,0,1.27,1343.5,electronics,1
ORD100033,80,4,0.417,0,0.192,0.631,0.308,0.061,0,0,0.36,534.13,electronics,1
ORD100034,443,9,0.316,0,0.185,0.205,0.173,0.068,0,0,6.29,757.58,apparel,0
ORD100035,217,6,0.021,1,0.352,0.135,0.092,0.092,0,0,1.88,3720.39,footwear,0
ORD100036,139,12,0.329,0,0.418,0.106,0.485,0.055,1,1,2.18,1125.04,home,0
ORD100037,171,5,0.461,0,0.542,0.098,0.643,0.038,0,0,1.48,780.48,apparel,0
ORD100038,159,6,0.059,0,0.521,0.333,0.136,0.046,0,1,14.86,8500.46,apparel,0
ORD100039,148,5,0.602,0,0.177,0.334,0.328,0.175,0,0,9.16,1690.85,beauty,0
ORD100040,1486,5,0.413,0,0.202,0.359,0.219,0.042,0,0,4.77,958.07,footwear,0
ORD100041,193,8,0.604,0,0.423,0.12,0.267,0.045,0,0,1.45,1689.24,beauty,0
ORD100042,1733,11,0.154,0,0.209,0.261,0.105,0.016,0,0,3.64,1744.03,home,0
ORD100043,145,6,0.209,1,0.122,0.452,0.499,0.071,0,0,8.3,3826.17,footwear,0
ORD100044,891,5,0.346,1,0.081,0.378,0.258,0.034,0,1,20.22,445.53,footwear,0
ORD100045,137,9,0.393,1,0.088,0.015,0.315,0.068,0,0,3.36,433.56,footwear,0
ORD100046,656,8,0.201,2,0.239,0.54,0.13,0.028,0,0,4.38,1808.13,home,0
ORD100047,331,12,0.098,0,0.112,0.34,0.043,0.104,0,0,16.12,1602.27,home,0
ORD100048,1853,9,0.117,0,0.36,0.566,0.138,0.022,0,1,24.48,1499.87,home,0
ORD100049,236,11,0.279,0,0.561,0.17,0.361,0.025,0,0,6.99,981.51,apparel,0
ORD100050,114,9,0.288,0,0.388,0.117,0.164,0.212,0,0,6.27,3280.01,beauty,0
ORD100051,366,10,0.438,1,0.249,0.157,0.35,0.045,0,0,4.42,1534.78,footwear,0
ORD100052,691,14,0.339,0,0.588,0.531,0.263,0.029,0,0,1.05,770.05,apparel,1
ORD100053,70,6,0.29,0,0.324,0.023,0.032,0.001,0,0,2.35,384.15,home,0
ORD100054,735,5,0.518,1,0.592,0.494,0.376,0.096,0,0,11.81,3045.82,home,1
ORD100055,437,9,0.661,0,0.191,0.252,0.118,0.038,0,0,10.77,511.75,footwear,0
ORD100056,705,5,0.376,0,0.761,0.062,0.472,0.122,1,0,2.66,451.15,home,1
ORD100057,9,10,0.184,0,0.555,0.331,0.372,0.03,0,0,0.84,1578.65,electronics,0
ORD100058,288,5,0.104,1,0.073,0.202,0.357,0.044,0,0,9.33,5312.87,apparel,0
ORD100059,297,5,0.114,0,0.104,0.109,0.196,0.092,0,0,13.19,1488.46,electronics,0
ORD100060,619,7,0.152,0,0.271,0.296,0.19,0.018,0,0,6.33,7826.11,footwear,0
ORD100061,146,10,0.206,0,0.172,0.314,0.233,0.01,0,0,1.28,2128.83,home,0
ORD100062,417,7,0.12,0,0.202,0.054,0.435,0.017,0,0,1.02,1354.59,electronics,0
ORD100063,1106,12,0.163,1,0.292,0.1,0.48,0.019,0,0,0.38,1246.19,apparel,0
ORD100064,435,6,0.393,0,0.042,0.235,0.139,0.07,0,0,6.79,1868.88,apparel,0
ORD100065,10,9,0.288,0,0.047,0.134,0.15,0.133,0,0,0.45,6300.0,electronics,0
ORD100066,18,8,0.161,0,0.081,0.36,0.307,0.247,1,0,1.2,1150.49,electronics,0
ORD100067,243,10,0.361,2,0.364,0.283,0.228,0.838,1,0,3.78,1076.03,home,1
ORD100068,280,12,0.212,1,0.144,0.067,0.094,0.239,0,0,4.43,2192.92,home,0
ORD100069,170,4,0.108,0,0.153,0.082,0.325,0.106,0,1,14.55,2579.33,apparel,0
ORD100070,661,7,0.474,0,0.324,0.325,0.67,0.313,1,0,2.91,1301.59,apparel,1
ORD100071,92,8,0.462,0,0.448,0.239,0.304,0.004,0,0,0.15,1351.25,home,0
ORD100072,377,6,0.431,0,0.437,0.297,0.043,0.01,0,0,10.0,1043.66,footwear,1
ORD100073,497,13,0.432,0,0.295,0.239,0.069,0.149,0,0,4.56,1431.07,home,0
ORD100074,128,12,0.42,1,0.072,0.243,0.231,0.084,0,0,2.06,3953.9,apparel,0
ORD100075,140,9,0.326,1,0.337,0.399,0.325,0.256,0,0,4.5,765.04,apparel,0
ORD100076,740,3,0.115,0,0.143,0.03,0.54,0.029,1,0,6.45,586.62,home,0
ORD100077,1051,8,0.28,0,0.209,0.099,0.353,0.028,0,0,15.22,649.47,electronics,0
ORD100078,164,12,0.043,0,0.382,0.182,0.078,0.007,0,0,2.47,868.18,home,0
ORD100079,46,8,0.317,0,0.324,0.298,0.524,0.062,0,0,7.28,2118.98,apparel,0
ORD100080,10,6,0.122,0,0.477,0.542,0.322,0.084,0,0,11.29,2935.22,apparel,0
ORD100081,181,10,0.154,0,0.478,0.459,0.094,0.091,0,0,0.16,1410.46,footwear,0
ORD100082,179,2,0.046,0,0.262,0.206,0.234,0.001,0,0,3.55,508.61,footwear,0
ORD100083,197,8,0.152,1,0.208,0.153,0.107,0.019,0,0,5.11,2685.82,apparel,0
ORD100084,524,6,0.302,0,0.244,0.39,0.021,0.056,0,0,8.26,743.21,apparel,0
ORD100085,301,3,0.179,1,0.122,0.441,0.1,0.049,0,0,18.57,908.4,electronics,0
ORD100086,1033,10,0.438,1,0.134,0.552,0.359,0.031,0,0,2.82,3207.56,beauty,0
ORD100087,600,8,0.24,0,0.185,0.234,0.211,0.078,0,0,2.73,681.12,home,0
ORD100088,448,3,0.047,0,0.377,0.094,0.318,0.011,0,0,17.5,2149.64,footwear,0
ORD100089,963,4,0.257,2,0.64,0.211,0.455,0.394,0,0,3.64,1396.14,apparel,1
ORD100090,28,7,0.483,2,0.477,0.124,0.201,0.14,0,0,3.69,815.89,apparel,1
ORD100091,275,8,0.449,0,0.36,0.318,0.151,0.229,0,0,1.91,1048.42,apparel,1
ORD100092,590,3,0.407,1,0.092,0.867,0.641,0.013,1,1,2.49,2686.0,beauty,1
ORD100093,714,4,0.279,1,0.305,0.09,0.201,0.118,0,0,3.78,1837.41,apparel,0
ORD100094,172,6,0.523,0,0.278,0.294,0.094,0.541,0,0,6.2,1512.07,beauty,0
ORD100095,423,10,0.466,1,0.069,0.322,0.141,0.042,0,0,7.5,1979.09,apparel,1
ORD100096,1267,7,0.134,0,0.294,0.117,0.221,0.172,0,0,5.16,391.89,footwear,0
ORD100097,1,7,0.162,1,0.414,0.089,0.228,0.075,0,0,25.28,2363.1,home,0
ORD100098,573,3,0.036,1,0.29,0.174,0.162,0.169,0,0,8.52,2040.52,electronics,0
ORD100099,168,6,0.273,0,0.321,0.194,0.496,0.05,0,0,1.92,4174.96,footwear,0
ORD100100,324,15,0.443,0,0.329,0.344,0.551,0.067,0,0,1.36,2015.39,apparel,0
ORD100101,305,7,0.605,1,0.1,0.573,0.471,0.272,0,0,0.55,796.92,apparel,1
ORD100102,916,7,0.445,1,0.145,0.07,0.345,0.014,0,0,3.99,2244.0,apparel,0
ORD100103,680,10,0.687,0,0.628,0.438,0.283,0.008,1,0,5.81,2668.86,footwear,0
ORD100104,115,21,0.786,1,0.422,0.39,0.275,0.134,0,0,1.5,1170.2,electronics,1
ORD100105,274,7,0.188,0,0.43,0.247,0.428,0.005,0,0,1.67,572.7,beauty,0
ORD100106,193,4,0.407,0,0.349,0.314,0.174,0.037,0,0,7.1,1632.07,apparel,0
ORD100107,2925,7,0.141,0,0.097,0.218,0.211,0.083,0,0,1.1,2147.92,electronics,0
ORD100108,256,5,0.482,0,0.24,0.139,0.53,0.045,0,0,6.94,355.07,home,1
ORD100109,422,8,0.38,0,0.473,0.375,0.244,0.02,0,0,0.92,7440.98,beauty,0
ORD100110,469,7,0.824,0,0.357,0.079,0.109,0.102,0,0,0.79,558.89,beauty,0
ORD100111,308,5,0.512,0,0.363,0.475,0.614,0.051,1,0,1.43,5612.32,beauty,1
ORD100112,91,3,0.734,0,0.556,0.027,0.233,0.063,0,0,2.74,429.49,apparel,0
ORD100113,318,13,0.337,1,0.181,0.319,0.094,0.038,0,0,3.75,580.84,apparel,0
ORD100114,37,9,0.402,0,0.077,0.314,0.234,0.128,0,0,5.42,8031.01,footwear,0
ORD100115,446,12,0.482,0,0.112,0.316,0.297,0.179,0,0,2.96,1306.25,home,1
ORD100116,189,5,0.291,0,0.173,0.162,0.127,0.059,0,0,0.25,1178.23,electronics,0
ORD100117,398,14,0.434,1,0.442,0.152,0.237,0.188,0,0,1.67,701.41,electronics,0
ORD100118,79,7,0.461,0,0.176,0.15,0.102,0.08,0,0,8.31,1220.53,home,0
ORD100119,273,6,0.771,2,0.304,0.597,0.466,0.011,0,0,1.64,1427.06,electronics,1
ORD100120,193,7,0.207,0,0.061,0.215,0.16,0.139,0,0,3.54,1395.23,footwear,0
ORD100121,592,8,0.465,1,0.434,0.226,0.164,0.146,0,0,2.32,1081.2,apparel,0
ORD100122,458,11,0.191,0,0.091,0.239,0.112,0.221,0,0,4.87,777.39,home,0
ORD100123,220,8,0.288,0,0.142,0.018,0.281,0.007,0,0,4.48,1451.15,apparel,0
ORD100124,64,8,0.357,2,0.524,0.584,0.42,0.036,1,0,4.71,936.09,beauty,0
ORD100125,68,7,0.146,2,0.428,0.359,0.144,0.024,0,0,6.03,528.73,home,0
ORD100126,671,7,0.423,0,0.615,0.26,0.54,0.458,0,0,7.68,1151.71,electronics,1
ORD100127,93,5,0.528,1,0.222,0.246,0.17,0.143,0,0,10.02,1817.75,home,0
ORD100128,322,8,0.55,4,0.56,0.626,0.784,0.026,0,0,3.28,3192.27,apparel,1
ORD100129,250,8,0.401,1,0.326,0.64,0.225,0.067,0,1,4.46,1703.72,beauty,0
ORD100130,94,9,0.518,0,0.479,0.102,0.147,0.017,0,0,0.44,652.87,apparel,0
ORD100131,134,12,0.424,0,0.071,0.502,0.214,0.038,0,0,0.69,1282.72,electronics,0
ORD100132,195,7,0.083,0,0.208,0.236,0.196,0.035,0,0,2.49,918.29,electronics,0
ORD100133,105,12,0.267,0,0.057,0.273,0.282,0.002,0,0,1.9,1452.03,electronics,0
ORD100134,15,12,0.363,1,0.354,0.118,0.447,0.025,0,0,0.07,648.6,home,0
ORD100135,321,7,0.213,0,0.253,0.169,0.075,0.031,0,0,12.3,2653.16,apparel,0
ORD100136,299,9,0.013,0,0.165,0.266,0.364,0.004,0,0,1.77,1240.2,beauty,0
ORD100137,552,10,0.632,0,0.229,0.361,0.177,0.091,0,0,4.76,467.53,apparel,0
ORD100138,124,6,0.235,0,0.524,0.102,0.327,0.051,0,0,4.99,2011.63,apparel,0
ORD100139,114,5,0.149,0,0.436,0.136,0.273,0.126,0,0,1.58,1246.09,electronics,0
ORD100140,168,10,0.154,0,0.307,0.309,0.356,0.047,0,0,1.28,983.71,electronics,0
ORD100141,1283,4,0.091,0,0.191,0.161,0.197,0.027,0,1,11.41,1481.29,electronics,0
ORD100142,256,12,0.144,0,0.252,0.295,0.31,0.095,0,0,2.4,1616.01,electronics,0
ORD100143,112,7,0.27,0,0.2,0.193,0.25,0.009,1,0,8.19,722.75,beauty,0
ORD100144,11,10,0.389,0,0.237,0.166,0.4,0.07,0,0,10.84,1072.91,apparel,0
ORD100145,634,5,0.163,0,0.079,0.068,0.485,0.005,0,0,3.18,696.99,apparel,1
ORD100146,790,8,0.173,0,0.164,0.436,0.36,0.019,0,0,2.07,1157.87,electronics,0
ORD100147,56,17,0.813,1,0.541,0.172,0.908,0.069,1,0,1.66,2193.4,apparel,1
ORD100148,261,6,0.361,0,0.34,0.301,0.058,0.124,0,0,0.21,2717.18,apparel,0
ORD100149,1777,14,0.578,1,0.603,0.363,0.236,0.094,0,0,1.72,1621.86,apparel,1
ORD100150,501,10,0.182,0,0.534,0.34,0.072,0.155,0,0,2.26,740.8,apparel,0
ORD100151,526,11,0.363,1,0.035,0.155,0.456,0.035,0,0,1.25,573.57,apparel,0
ORD100152,37,6,0.103,0,0.435,0.378,0.2,0.014,0,0,6.8,1345.15,beauty,0
ORD100153,10,7,0.164,0,0.24,0.227,0.09,0.02,0,0,1.41,3430.8,apparel,0
ORD100154,1104,6,0.102,0,0.66,0.53,0.09,0.031,0,0,6.34,401.02,apparel,0
ORD100155,101,5,0.224,1,0.043,0.122,0.28,0.033,0,0,0.13,1197.44,beauty,0
ORD100156,419,7,0.11,1,0.121,0.439,0.345,0.157,0,0,0.74,2388.95,apparel,0
ORD100157,60,6,0.349,0,0.097,0.196,0.406,0.057,0,0,0.04,1299.89,apparel,0
ORD100158,64,14,0.27,0,0.178,0.472,0.249,0.006,0,0,0.56,1566.73,electronics,0
ORD100159,297,7,0.489,1,0.542,0.237,0.339,0.025,0,0,7.16,1248.42,home,0
ORD100160,299,7,0.267,0,0.548,0.26,0.354,0.044,0,0,0.6,963.58,home,0
ORD100161,172,11,0.445,0,0.563,0.345,0.559,0.41,0,0,2.7,875.53,electronics,1
ORD100162,661,9,0.358,0,0.033,0.229,0.365,0.004,0,0,11.46,1330.98,apparel,1
ORD100163,24,8,0.108,0,0.197,0.036,0.266,0.11,0,1,1.11,1736.71,apparel,0
ORD100164,534,7,0.545,0,0.177,0.107,0.162,0.039,0,0,5.49,5515.22,apparel,1
ORD100165,58,8,0.278,1,0.509,0.317,0.226,0.007,0,0,3.14,986.21,apparel,0
ORD100166,39,9,0.348,1,0.397,0.525,0.4,0.016,0,0,7.06,1316.75,footwear,1
ORD100167,1023,5,0.047,1,0.632,0.481,0.43,0.054,0,0,0.36,2745.6,apparel,0
ORD100168,637,6,0.346,1,0.144,0.199,0.4,0.008,0,0,4.03,1058.57,electronics,0
ORD100169,443,5,0.388,0,0.132,0.499,0.227,0.011,0,0,7.11,2336.25,electronics,0
ORD100170,73,10,0.673,1,0.538,0.54,0.104,0.004,0,1,3.28,911.28,apparel,1
ORD100171,251,6,0.295,0,0.324,0.064,0.323,0.244,0,0,3.72,1240.58,footwear,0
ORD100172,111,11,0.159,1,0.445,0.282,0.236,0.021,0,0,1.34,1110.87,apparel,0
ORD100173,1345,5,0.764,1,0.609,0.472,0.263,0.075,1,0,4.66,773.89,footwear,1
ORD100174,33,9,0.517,0,0.523,0.23,0.095,0.018,0,0,0.59,419.32,apparel,1
ORD100175,883,6,0.558,1,0.347,0.233,0.442,0.112,0,0,9.44,354.71,apparel,0
ORD100176,431,10,0.109,0,0.521,0.475,0.349,0.066,0,0,5.66,1122.48,beauty,0
ORD100177,203,9,0.113,0,0.131,0.357,0.238,0.009,0,0,6.57,2738.2,apparel,0
ORD100178,450,8,0.513,1,0.08,0.147,0.371,0.123,0,0,6.72,797.33,apparel,0
ORD100179,88,7,0.28,2,0.552,0.619,0.339,0.156,0,0,5.31,855.53,home,1
ORD100180,261,11,0.193,1,0.275,0.236,0.152,0.191,1,0,2.33,308.41,beauty,0
ORD100181,458,7,0.25,0,0.423,0.263,0.273,0.093,0,0,0.25,2207.55,apparel,0
ORD100182,257,9,0.235,0,0.543,0.264,0.063,0.06,0,0,3.29,945.8,footwear,0
ORD100183,402,11,0.36,0,0.309,0.137,0.21,0.168,0,0,0.03,1245.49,electronics,0
ORD100184,768,7,0.355,1,0.53,0.217,0.622,0.102,0,0,1.83,866.57,apparel,1
ORD100185,178,13,0.241,0,0.422,0.376,0.348,0.143,0,0,1.78,1865.97,home,0
ORD100186,36,7,0.164,1,0.132,0.049,0.173,0.138,0,0,3.8,1210.92,electronics,0
ORD100187,191,9,0.245,0,0.573,0.524,0.033,0.201,0,0,0.43,1380.47,electronics,0
ORD100188,35,14,0.725,0,0.242,0.292,0.044,0.056,0,0,3.16,793.6,apparel,0
ORD100189,1151,11,0.28,0,0.525,0.346,0.228,0.04,0,0,9.13,2564.21,footwear,0
ORD100190,1405,8,0.108,0,0.27,0.325,0.181,0.037,0,0,11.13,4877.29,apparel,0
ORD100191,61,6,0.177,0,0.189,0.227,0.363,0.022,0,0,2.55,5586.47,home,0
ORD100192,203,14,0.326,1,0.571,0.519,0.353,0.053,0,0,5.83,723.35,home,0
ORD100193,1296,9,0.36,0,0.239,0.078,0.169,0.156,0,0,1.29,925.57,footwear,0
ORD100194,1,8,0.635,1,0.123,0.18,0.132,0.001,0,0,8.93,3583.9,apparel,0
ORD100195,297,3,0.066,0,0.102,0.301,0.282,0.043,0,0,1.33,1340.55,electronics,0
ORD100196,86,4,0.099,1,0.546,0.28,0.134,0.237,0,0,3.38,8623.48,apparel,0
ORD100197,232,9,0.564,0,0.312,0.165,0.146,0.038,0,0,4.28,3496.94,home,1
ORD100198,641,8,0.033,1,0.278,0.399,0.175,0.037,0,0,7.9,1849.77,home,0
ORD100199,260,6,0.234,2,0.196,0.068,0.173,0.174,0,0,3.74,1479.13,home,0
ORD100200,255,5,0.221,1,0.166,0.056,0.494,0.007,1,0,0.22,2034.21,apparel,0
ORD100201,124,13,0.358,1,0.498,0.439,0.423,0.068,0,0,3.07,864.87,apparel,0
ORD100202,239,8,0.293,0,0.42,0.338,0.066,0.014,0,0,4.32,722.94,home,0
ORD100203,158,9,0.172,1,0.496,0.265,0.246,0.022,0,0,1.64,2487.3,apparel,0
ORD100204,210,4,0.461,1,0.301,0.334,0.143,0.073,0,0,2.3,1152.27,apparel,0
ORD100205,84,5,0.396,0,0.432,0.066,0.271,0.061,1,0,8.79,2792.2,home,0
ORD100206,28,7,0.412,0,0.071,0.177,0.145,0.007,0,0,5.49,956.99,apparel,0
ORD100207,542,11,0.168,2,0.094,0.088,0.27,0.039,0,0,8.42,1527.07,apparel,0
ORD100208,145,2,0.336,0,0.342,0.14,0.316,0.074,0,0,1.52,9849.92,footwear,0
ORD100209,5,4,0.131,0,0.063,0.345,0.329,0.038,0,0,6.96,925.13,apparel,0
ORD100210,362,11,0.285,3,0.83,0.332,0.684,0.151,0,0,0.9,409.5,electronics,1
ORD100211,249,15,0.347,0,0.16,0.366,0.023,0.014,0,0,0.29,1227.11,home,0
ORD100212,114,1,0.438,0,0.202,0.293,0.067,0.164,0,0,1.63,808.66,beauty,0
ORD100213,592,10,0.405,2,0.491,0.137,0.28,0.029,0,0,1.08,1704.08,electronics,0
ORD100214,562,9,0.177,1,0.07,0.782,0.128,0.037,0,0,4.99,1952.48,apparel,0
ORD100215,407,15,0.306,1,0.258,0.177,0.053,0.027,0,0,2.63,1472.53,apparel,0
ORD100216,414,12,0.324,1,0.133,0.475,0.273,0.059,0,0,9.7,987.12,footwear,0
ORD100217,247,8,0.33,1,0.084,0.197,0.197,0.083,0,0,1.09,2809.85,apparel,0
ORD100218,541,6,0.26,0,0.35,0.258,0.373,0.013,0,0,1.35,2259.28,electronics,0
ORD100219,286,7,0.525,0,0.502,0.069,0.199,0.072,0,0,2.91,616.53,home,0
ORD100220,250,4,0.175,0,0.542,0.272,0.176,0.236,0,1,17.41,4162.48,apparel,0
ORD100221,349,8,0.279,0,0.678,0.463,0.393,0.47,0,0,5.01,652.78,apparel,1
ORD100222,40,8,0.475,1,0.338,0.234,0.079,0.218,0,0,1.43,2084.08,beauty,0
ORD100223,1142,3,0.041,1,0.289,0.637,0.134,0.02,0,0,4.76,501.26,home,0
ORD100224,125,8,0.291,0,0.44,0.275,0.257,0.111,0,0,0.13,6843.26,apparel,0
ORD100225,35,8,0.382,0,0.145,0.616,0.078,0.018,0,0,4.77,3203.93,electronics,0
ORD100226,678,8,0.194,0,0.324,0.179,0.379,0.04,0,0,2.44,1936.58,footwear,0
ORD100227,282,11,0.312,1,0.406,0.489,0.294,0.009,1,0,1.54,1153.89,electronics,0
ORD100228,217,10,0.172,1,0.277,0.46,0.04,0.062,0,0,1.29,131.95,electronics,0
ORD100229,38,3,0.3,0,0.624,0.391,0.061,0.004,0,0,11.08,1277.49,electronics,0
ORD100230,167,7,0.247,2,0.375,0.093,0.134,0.02,0,0,12.53,1226.15,apparel,0
ORD100231,101,7,0.253,1,0.759,0.165,0.216,0.011,0,0,2.22,1215.13,footwear,1
ORD100232,32,8,0.352,0,0.289,0.121,0.142,0.227,0,0,8.49,1612.91,apparel,0
ORD100233,127,9,0.432,1,0.294,0.566,0.116,0.009,0,0,8.37,2038.67,home,0
ORD100234,544,6,0.329,1,0.188,0.084,0.231,0.147,0,0,1.45,1172.11,apparel,0
ORD100235,269,14,0.162,0,0.268,0.324,0.154,0.042,0,0,24.67,958.66,apparel,0
ORD100236,344,1,0.143,0,0.284,0.335,0.316,0.111,0,0,4.04,2339.13,apparel,0
ORD100237,343,8,0.354,0,0.521,0.118,0.416,0.009,0,0,8.34,5267.8,apparel,0
ORD100238,198,12,0.322,0,0.107,0.302,0.172,0.003,0,0,4.99,1972.01,electronics,0
ORD100239,352,7,0.841,1,0.756,0.423,0.576,0.138,0,0,0.05,5317.34,electronics,1
ORD100240,295,4,0.139,0,0.43,0.609,0.493,0.028,0,0,11.89,1823.76,electronics,0
ORD100241,193,7,0.125,0,0.486,0.198,0.248,0.287,0,0,6.74,2320.17,apparel,0
ORD100242,92,5,0.096,1,0.272,0.338,0.2,0.017,0,0,1.47,1283.64,electronics,0
ORD100243,386,6,0.538,1,0.536,0.377,0.196,0.029,0,0,4.7,3003.8,beauty,0
ORD100244,30,10,0.345,0,0.094,0.186,0.404,0.016,0,0,5.69,2063.39,home,0
ORD100245,11,21,0.33,0,0.24,0.186,0.238,0.067,0,0,8.57,1027.68,apparel,0
ORD100246,497,9,0.358,0,0.393,0.316,0.168,0.004,0,0,0.17,1598.76,apparel,0
ORD100247,143,6,0.164,0,0.428,0.136,0.449,0.045,0,0,3.06,3435.68,apparel,0
ORD100248,218,11,0.272,0,0.359,0.421,0.454,0.129,0,0,1.59,232.25,apparel,1
ORD100249,592,10,0.444,1,0.235,0.043,0.274,0.029,0,0,14.38,5162.45,beauty,0
ORD100250,516,3,0.369,0,0.431,0.497,0.324,0.12,0,0,4.64,491.44,apparel,0
ORD100251,383,9,0.301,0,0.792,0.164,0.659,0.015,0,0,9.62,879.85,apparel,1
ORD100252,105,10,0.127,0,0.509,0.115,0.133,0.067,0,0,6.62,1161.38,electronics,0
ORD100253,289,11,0.495,2,0.386,0.446,0.287,0.004,0,0,1.22,2727.32,apparel,0
ORD100254,26,7,0.56,0,0.15,0.304,0.066,0.044,0,1,0.94,386.99,electronics,0
ORD100255,1495,8,0.56,0,0.295,0.716,0.313,0.192,0,0,2.04,4229.31,electronics,0
ORD100256,61,7,0.556,2,0.362,0.235,0.133,0.004,1,0,2.57,3435.08,electronics,0
ORD100257,856,11,0.205,0,0.194,0.169,0.351,0.08,0,0,10.41,160.6,apparel,0
ORD100258,505,6,0.28,0,0.372,0.48,0.05,0.026,0,0,22.44,690.88,home,0
ORD100259,1304,6,0.93,1,0.111,0.52,0.716,0.024,0,1,13.14,597.39,home,1
ORD100260,245,9,0.114,1,0.257,0.278,0.08,0.024,0,0,6.08,1614.74,footwear,0
ORD100261,835,14,0.118,0,0.204,0.536,0.437,0.043,0,0,11.83,428.97,electronics,0
ORD100262,307,10,0.303,0,0.341,0.26,0.304,0.013,0,0,0.79,2555.92,electronics,1
ORD100263,243,17,0.415,0,0.509,0.432,0.082,0.013,0,0,1.49,629.9,apparel,0
ORD100264,308,5,0.189,0,0.16,0.532,0.546,0.068,0,0,0.75,284.64,footwear,0
ORD100265,152,6,0.417,0,0.543,0.589,0.45,0.015,0,1,1.36,776.32,home,1
ORD100266,135,8,0.386,0,0.489,0.102,0.351,0.006,0,1,0.81,2716.9,apparel,0
ORD100267,336,12,0.493,1,0.168,0.143,0.265,0.094,1,0,3.5,1590.65,apparel,0
ORD100268,46,14,0.235,0,0.495,0.283,0.305,0.138,0,0,0.22,2495.75,apparel,0
ORD100269,133,8,0.144,0,0.185,0.412,0.142,0.026,0,1,3.84,2225.02,electronics,0
ORD100270,142,10,0.229,0,0.121,0.143,0.11,0.034,0,0,1.76,922.85,footwear,0
ORD100271,55,9,0.136,0,0.176,0.376,0.078,0.007,0,0,1.44,2013.06,beauty,0
ORD100272,21,7,0.373,0,0.301,0.062,0.351,0.013,0,0,4.15,1953.52,apparel,0
